hanzi,pinyin,components,tu_hinh,y_nghia,radical,ghi_chu,,A968
奏,,,"奏 là chữ có nghĩa là 'tâu trình', 'dâng lên'. 奏 lấy 大 làm bộ thủ nhưng không liên quan gì đến 'lớn'. 奏 vẽ hình ảnh cầm thảo dược bằng cả hai tay, có cùng nguồn gốc với 奉 (phụng - dâng). Tuy nhiên, trong Tiểu triện, thêm 夭 (yểu - non nớt) vào, diễn tả việc dâng lên không phải thảo dược mà là '(âm nhạc)'. Vì vậy, chữ 奏 hiện nay được dùng trong các nghĩa liên quan đến âm nhạc như 'biểu diễn (âm nhạc)' (연주하다) hoặc 'khúc nhạc chuyển tiếp' (간주곡).",,,,,
岛,,,"島 là chữ có nghĩa là 'đảo', 'hòn đảo'. 島 được tạo thành từ 鳥 (điểu - chim) và 山 (sơn - núi). Chim (鳥) ở trên núi (山), 島 vẽ hình ảnh con chim đậu trên đảo. Có thể nói chữ này thể hiện đặc điểm của hòn đảo có nhiều chim lui tới. 'Đảo' được chia thành đảo lớn và đảo nhỏ, và 島 chỉ đảo lớn. Đảo nhỏ được ký hiệu bằng chữ 嶼 (dữ - đảo nhỏ). 'Khu vực hải đảo và miền núi' (도서산간 지역) thực ra là từ chỉ chung cả đảo lớn và đảo nhỏ.",,,,,
协,,,"協 là chữ có nghĩa là 'hòa hợp', 'giúp đỡ', 'hợp tác'. 協 được tạo thành từ 十 (thập - mười) và ba chữ 力 (lực). 力 có nghĩa là 'sức mạnh', nhưng ban đầu nó vẽ hình một nông cụ dùng để cày ruộng. Tuy nhiên, trong Giáp cốt văn của 協, chỉ vẽ ba chữ 力, đó chính là chữ 劦 (hiệp - hợp sức). 劦 có nghĩa là nhiều người cùng hợp sức làm việc đồng áng bằng nông cụ. Đến Tiểu triện, thêm chữ 十 vào, để bổ sung nghĩa nhiều người cùng hợp tác vì một mục tiêu.",,,,,
尔,,,Hình dáng phỏng theo bông hoa tỏa sáng rực rỡ.,,,,,
滨,,,"Được tạo thành từ bộ Tam thủy (氵(=水, 氺) ☞ nước) biểu thị nghĩa và chữ 賓 (tân) vừa biểu thị âm vừa có nghĩa là 'bên' (≒邊), có nghĩa là 「bờ nước」.",,,,,
嘛,,,"Được tạo thành bằng cách kết hợp bộ Khẩu (口 ☞ miệng, ăn, nói) biểu thị nghĩa và chữ 麻 (ma) biểu thị âm.",,,,,
哈,,,"Được tạo thành bằng cách kết hợp bộ Khẩu (口 ☞ miệng, ăn, nói) biểu thị nghĩa và chữ 合 (hợp) biểu thị âm.",,,,,
宫,,,"宮 là chữ có nghĩa là 'nhà', 'cung điện'. 宮 được tạo thành từ 宀 (miên - mái nhà) và 呂 (lữ). Trong Giáp cốt văn, xuất hiện nhiều dạng chữ 宮 khác nhau. Một số là hình vuông kết nối với nhau, một số khác có thêm 宀. Điều này diễn tả ý có nhiều ngôi nhà lớn - tức là cung điện. Trong Kim văn, thêm 宀 vào hình các ngôi nhà kết nối. Đến Tiểu triện, hình ảnh này lại thay đổi thành 呂. Do đó, 呂 trong chữ 宮 không liên quan gì đến 'xương sống'.",,,,,
泰,,,"泰 là chữ có nghĩa là 'lớn', 'nghiêm trọng'. 泰 được tạo thành từ 水 (thủy - nước), 大 (đại - lớn) và 廾 (củng - chắp tay). 泰 ban đầu là chữ được tạo ra để chỉ hành động ""(rửa tay) trong nước"". Tiểu triện của 泰 vẽ hình ảnh một người (大) duỗi cả hai tay (廾) trong dòng nước chảy (水). Điều này diễn tả người đang rửa tay bên bờ nước. Tuy nhiên, sau này 泰 được mượn nghĩa (가차) để chỉ các nghĩa như 'lớn', 'thoải mái', 'ổn định', và nghĩa gốc không còn được sử dụng nữa.",,,,,
煌,,,Được tạo thành bằng cách kết hợp bộ Hỏa (火(=灬) ☞ lửa) biểu thị nghĩa và chữ 皇 (hoàng) biểu thị âm.,,,,,
敦,,,"敦 là chữ có nghĩa là 'thâm hậu', 'nồng ấm'. Nghĩa 'thâm hậu' ở đây chỉ mối quan hệ giữa con người có nhiều 'tình yêu hoặc tình cảm'. 敦 được tạo thành từ 享 (hưởng - hưởng thụ) và 攵 (phác - đánh). Tuy nhiên, trong Kim văn của 敦, vẽ hình ảnh nồi nấu và đầu cừu cùng với bàn tay cầm thìa. Điều này diễn tả việc nấu thịt cừu. 敦 ban đầu vẽ cảnh nấu thịt cừu để chia sẻ với hàng xóm, thể hiện nghĩa 'phong phú', 'rộng rãi', 'chất phác'. Nhưng sau này cấu tạo chữ thay đổi, khiến ý đồ ban đầu khó nhận biết.",,,,,
颐,,,Được tạo thành bằng cách kết hợp bộ Hiệt (頁 ☞ đầu) biểu thị nghĩa và chữ 𦣝 (di) biểu thị âm.,,,,,
黄,,,"黃 là chữ có nghĩa là 'màu vàng', 'chuyển vàng', 'hoàng đế'. 黃 vẽ hình ảnh một vật trang sức tròn gọi là 'paeok' (패옥) đeo ở thắt lưng. Vì vậy, nghĩa gốc của 黃 là 'paeok'. Tuy nhiên, sau này nghĩa của 'paeok' màu vàng kim mở rộng ra thành nghĩa 'màu vàng' hoặc 'chuyển sang màu vàng'. Và màu vàng kim là màu của hoàng đế nên nó cũng mang nghĩa 'hoàng đế'. Vì vậy, khi kết hợp với chữ khác, 黃 truyền tải nghĩa 'hoàng đế' hoặc 'màu vàng'. Lưu ý, khi 黃 được mượn nghĩa (가차) cho nghĩa khác, chữ 璜 (hoàng), thêm 玉 (ngọc), thay thế nghĩa 'paeok'.",,,,,
梁,,,"梁 là chữ có nghĩa là 'xà nhà', 'xà ngang chính', 'cầu'. 'Xà nhà' là dầm gỗ bắc ngang qua hai cột trụ. 梁 được tạo thành từ 木 (mộc - gỗ), 水 (thủy - nước) và 刅 (sáng - bắt đầu). Tuy nhiên, trong Kim văn của 梁, chỉ vẽ 水 và 爿 (phiến). 爿 có nghĩa là 'tấm ván'. Điều này diễn tả hình ảnh cây cầu gỗ bắc ngang qua mặt nước. Đến Tiểu triện, hình ảnh này thay đổi thành chữ 梁.",,,,,
尃,,,"Được tạo thành bằng cách kết hợp bộ Thốn (寸 ☞ một tấc, đốt tay) biểu thị nghĩa và chữ 甫 (phủ) biểu thị âm.",,,,,
专,,,"專 là chữ có nghĩa là 'chỉ', 'riêng', 'chuyên'. 專 được tạo thành từ 寸 (thốn - đốt ngón tay) và hình vẽ 'con thoi (방추)'. Con thoi là dụng cụ dùng để quấn chỉ kéo từ kén tằm hoặc bông. Trong Giáp cốt văn của 專, vẽ hình ảnh dùng tay quay con thoi. Chữ 專 ban đầu thể hiện nghĩa 'lăn' hoặc 'quay' từ hình ảnh quay con thoi như vậy. Sau này, 專 được ví với con thoi chỉ quay về một hướng, nên mang nghĩa là 'chỉ', 'duy nhất' hoặc 'chuyên tâm vào một việc'. Khi nghĩa gốc của 專 thay đổi, sau này chữ 轉 (chuyển), kết hợp thêm 車 (xa - xe), thay thế nghĩa 'lăn', 'quay'.",,,,,
简,,,"簡 là chữ có nghĩa là 'thư' hoặc 'giản lược'. 簡 được tạo thành từ 竹 (trúc - tre) và 間 (gian - khe hở). 間 vẽ hình ảnh ánh trăng lọt qua khe cửa, nhưng ở đây chỉ đóng vai trò biểu thị âm. 簡 là chữ được tạo ra để chỉ bức thư viết một cách giản lược. Thời cổ, người ta viết chữ lên thẻ tre (죽간) cắt từ tre. Nếu các thẻ tre được ghép lại với nhau thì thành 篇 (thiên - cuốn sách), nhưng nếu không ghép thì thành 簡. Chữ 簡 chỉ có một dòng nên không ghi được nhiều nội dung. Vì vậy, 簡 ban đầu có nghĩa là 'thư' dùng để ghi nội dung ngắn gọn gửi đi, sau này có nghĩa là 'giản lược'.",,,,,
论,,,"論 là chữ có nghĩa là 'luận bàn', 'thảo luận'. 論 được tạo thành từ 言 (ngôn - lời nói) và 侖 (luân - tròn). 侖 vẽ hình ảnh thẻ tre được cuộn tròn lại, mang nghĩa là 'tròn'. Chữ 論, kết hợp 言 với 侖 mang nghĩa 'tròn', có nghĩa là 'luận bàn' từ việc trao đổi lời nói qua lại. Như vậy, 論 chỉ quá trình trao đổi ý kiến về một vấn đề nào đó.",,,,,
怪,,,"怪 là chữ có nghĩa là 'kỳ dị', 'quái lạ'. 怪 được tạo thành từ 心 (tâm - tim, tấm lòng) và 圣 (cốt - cố gắng). 圣 vẽ hình ảnh dùng tay đắp đất, mang nghĩa là 'cố gắng'. Không rõ 圣 đóng vai trò gì trong chữ 怪 (nghĩa 'kỳ dị'). Nếu nghĩ là biểu thị âm thì khác biệt phát âm quá lớn, và nghĩa 'kỳ dị' không liên quan đến việc đắp đất. Có lẽ hình ảnh bàn tay vươn lên trên đống đất (圣) đã gợi liên tưởng đến sự quái lạ chăng?",,,,,
瓜,,,"瓜 là chữ chỉ cây thân leo như dưa chuột. Cây thân leo là loại cây cho quả trên thân dây leo chứ không phải thân gỗ, ví dụ như dưa chuột, dưa vàng, dưa hấu, bí ngô. Vì vậy, 瓜 được vẽ hình ảnh dây leo và quả treo. 瓜 là chữ xuất hiện lần đầu tiên trong Kim văn. Hình dáng đơn giản ban đầu đến nay không thay đổi nhiều, nên dễ hiểu nghĩa gốc. 瓜 chủ yếu được dùng độc lập hơn là kết hợp với chữ khác. Có ngoại lệ là chữ 孤 (cô - cô đơn), nhưng bộ thủ lại được quy định là 子.",,,,,
聪,,,"聰 là chữ có nghĩa là 'tai thính' hoặc 'thông minh'. 聰 được tạo thành từ 耳 (nhĩ - tai) và 悤 (thông - thông minh). 悤 vẽ hình ảnh đầu và tim người cùng nhau, mang nghĩa là 'thông minh'. Chữ 聰, kết hợp 悤 mang nghĩa 'thông minh' với 耳, được tạo ra để chỉ nghĩa 'tai thính'. 'Tai thính' ở đây có nghĩa là hiểu nhanh, 'nghe hiểu lời nói tốt'. Chữ 聰 được dùng với nghĩa 'thông minh' dựa trên ý nghĩa đó.",,,,,
副,,,"副 là chữ có nghĩa là 'thứ nhì', 'phó', 'chẻ ra'. 副 được tạo thành từ 畐 (phó - đầy) và 刀 (đao - dao). 畐 vẽ hình ảnh vật chứa đầy thứ gì đó, mang nghĩa là 'đầy'. Chữ 副, kết hợp 畐 mang nghĩa 'đầy' với 刀, thể hiện ý nghĩa chia cái đầy đó làm đôi. Như vậy, 副 có nghĩa là 'thứ nhì', 'phó' (không còn là cái đầy chính). Lưu ý, từ 副 cũng phái sinh nghĩa 'chẻ ra' hoặc 'chia ra'. Khi đó phát âm là '복' (bok).",,,,,
之,,,"之 là chữ được dùng với nghĩa là 'đi', '~của', '~ở'. 之 vẽ hình ảnh bàn chân người. Trong Giáp cốt văn của 之, vẽ hình 止 (chỉ - bàn chân). Và dưới bàn chân có một nét vẽ, đây chỉ điểm mà bàn chân di chuyển đến. Vì vậy, nghĩa gốc của 之 là 'đi' hoặc 'đến'. Tuy nhiên, hiện nay chữ 止 hoặc 去 (khứ - đi) được dùng cho nghĩa 'đi', còn 之 chủ yếu chỉ đóng vai trò là trợ từ nối các thành phần trong câu.",,,,,
需,,,"需 là chữ có nghĩa là 'cầu', 'cần thiết'. 需 được tạo thành từ 雨 (vũ - mưa) và 而 (nhi - nối lời). Tuy nhiên, trong Giáp cốt văn của 需, vẽ hình ảnh giọt nước rơi từ nách người. Điều này thể hiện hình ảnh người bị ướt sũng vì mưa. Chữ 需 ban đầu vẽ người dính mưa, thể hiện ý cần nơi trú mưa hoặc cần ô che. Nhưng trong Kim văn, thêm chữ 雨 vào, và trong Khải thư, dùng chữ 而 để thể hiện người dính mưa, từ đó tạo thành chữ 需 như ngày nay.",,,,,
单,,,"單 là chữ có nghĩa là 'đơn', 'lẻ', 'chỉ', 'duy nhất'. 單 vẽ hình ảnh một loại vũ khí nguyên thủy. Vì được vẽ theo hình chữ Y nên trông giống súng cao su, nhưng không rõ chính xác là gì. Một số cho rằng đây là hình vẽ cái ném đá (투석) - vũ khí cổ xưa nhất của loài người. Hơn thế nữa, tại sao chữ vẽ một loại vũ khí lại mang nghĩa 'một mình' (홀로) lại càng khó hiểu hơn. Một thuyết cho rằng đây là công cụ có thể dùng để săn bắn một mình. Vì vậy, khi 單 được dùng độc lập, nó có nghĩa là 'đơn', 'lẻ', 'chỉ', 'duy nhất', nhưng khi kết hợp với chữ khác như 彈 (đạn - viên đạn) hay 戰 (chiến - chiến đấu), nó vẫn truyền tải nghĩa liên quan đến vũ khí.",,,,,
织,,,"織 là chữ có nghĩa là 'dệt', 'làm', 'khung cửi'. 織 được tạo thành từ 糸 (mịch - sợi tơ mảnh) và 戠 (thức/chức - đất sét dẻo). 戠 có nghĩa là 'đất sét dẻo'. Nghĩa 'dệt' trong 織 là 'làm vải' bằng khung cửi. Để làm vải bằng khung cửi, cần đan xen các sợi chỉ một cách chằng trịt. Vì vậy, 織 kết hợp 糸 với 戠 (chỉ trạng thái đất sét dính kết chặt) để thể hiện nghĩa 'làm sợi chỉ dính kết lại', tức là 'dệt vải'. Nghĩa này mở rộng, hiện nay còn dùng để chỉ việc xây dựng 'tổ chức' hoặc 'hệ thống'.",,,,,
排,排,扌、非,"排 là chữ có nghĩa là 'đẩy ra', 'bài trừ'. 排 được tạo thành từ 手 (thủ - tay) và 非 (phi - không). 非 vẽ hình đôi cánh chim lệch nhau, có nghĩa là 'không phải'. Chữ 排, thêm 手 vào 非 mang nghĩa 'không phải', được tạo ra với ý nghĩa từ chối cái không phải. Như vậy, 排 thể hiện hình ảnh dùng tay đẩy ra cái không đúng.",【排队、排球】,,,,
量,,,"量 là chữ có nghĩa là 'đo lường', 'đong', 'cân'. Nghĩa 'đong' hay 'cân' trong 量 là đo trọng lượng. 量 được tạo thành từ 旦 (đán - buổi sáng) và 里 (lý - làng). Tuy nhiên, trong Giáp cốt văn của 量, có hình vuông vẽ trên 東 (đông). 東 vẽ bó hạt giống hoặc gánh đồ ăn. Việc có 口 trên 東 vẽ bó đựng ngũ cốc thể hiện hình ảnh cái phễu được cắm vào. Vì vậy, 量 có nghĩa là 'đo lường', 'đong' từ việc đong ngũ cốc vào bó và đong lượng.",,,,,
由,,,"由 là chữ có nghĩa là 'do đó', 'tuân theo', 'mưu tính'. 由 lấy 田 làm bộ thủ nhưng không liên quan gì đến 'ruộng'. Bởi vì 由 vẽ hình cái đèn dầu thắp sáng trong phòng. Như vậy, 由 có thể nói là vẽ cái đèn và bấc đèn cùng nhau. Trong Giáp cốt văn của 由, cái đèn được thể hiện rõ ràng hơn. Tuy nhiên, chữ 由 hiện nay được dùng để diễn tả nhiều nghĩa khác nhau như 'do đó', 'tuân theo', 'thực hiện', 'mưu tính', chứ không phải 'cái đèn'. Lưu ý, nếu thêm 水 (thủy - nước) vào đây thì thành chữ 油 (dầu) có nghĩa là 'dầu'.",,,,,
导,,,"導 là chữ có nghĩa là 'dẫn dắt', 'chỉ dẫn'. 導 được tạo thành từ 道 (đạo - đường) và 寸 (thốn - đốt tay). Ở đây, 道 kết hợp 辶 (sước - đi) vẽ con đường và 首 (thủ - đầu), có nghĩa là 'con đường' hoặc 'đạo lý'. Ban đầu, chữ 道 được dùng trước tiên cho nghĩa 'chỉ dẫn'. Tuy nhiên, sau này 道 mang nghĩa 'đạo lý', 'lý lẽ', nên chữ 導, thêm 寸 vào, thay thế nghĩa 'chỉ dẫn người khác'. 寸 vẽ bàn tay người, nên chữ 導 hiện nay giống như hình ảnh dùng tay chỉ phương hướng để hướng dẫn đến đích.",,,,,
调,,,"調 là chữ có nghĩa là 'điều chỉnh', 'điều hòa'. 調 được tạo thành từ 言 (ngôn - lời nói) và 周 (chu - khắp). 周 vẽ hình ảnh ruộng vườn được chia ô vuông vắn, có nghĩa là 'khắp' hoặc 'tỉ mỉ'. Chữ 調, kết hợp 言 với 周 mang nghĩa 'tỉ mỉ', được tạo ra với nghĩa '(lời nói) thân mật' hoặc 'hòa hợp'. Tuy nhiên, hiện nay chỉ dùng với nghĩa 'điều chỉnh' hoặc 'điều hòa'.",,,,,
望,,,"望 là chữ có nghĩa là 'mong muốn', 'hy vọng'. 望 được tạo thành từ 亡 (vong - mất, chết), 月 (nguyệt - trăng) và 壬 (nhâm). Tuy nhiên, trong Giáp cốt văn, chỉ vẽ 人 (nhân - người) và 目 (mục - mắt). Điều này thể hiện hình ảnh nhìn ngắm cái gì đó, nghĩa gốc là 'canh gác', 'nhìn trộm'. Sau này nghĩa mở rộng, có nghĩa là 'mong muốn', 'hy vọng', 'nhìn ngắm'. Chữ cũng thay đổi nhiều. Trong Kim văn, 人 trở thành 壬, và thêm 月 và 亡 vào. Ở đây, 亡 đóng vai trò biểu thị âm.",,,,,
社,,,"礻 biểu thị việc cúng tế thần linh; 土 (thổ) biểu thị bệ đất dùng để cúng tế thần linh. Nghĩa gốc dùng để chỉ Thổ địa, nơi tế Thổ địa, ngày tế lễ và nghi lễ tế Thổ địa.","【旅行社】

Nghĩa gốc dùng để chỉ Thần Đất, nơi tế Thần Đất, ngày tế lễ và nghi lễ tế Thần Đất.
* Tên gọi của một số cơ quan hoặc đơn vị cung cấp dịch vụ: 旅行社 (công ty du lịch)",,,,
尼,,,Có quan điểm cho rằng đây là chữ hội ý. Được tạo thành bằng cách kết hợp bộ Thi (尸 ☞ xác chết) biểu thị nghĩa và chữ 匕 (chủy → ni) biểu thị âm.,,,,,
